Date,Open,High,Low,Close,Adj Close,Volume
1970-01-02,809.2000122070312,809.2000122070312,809.2000122070312,809.2000122070312,809.2000122070312,0
1970-01-05,811.3099975585938,811.3099975585938,811.3099975585938,811.3099975585938,811.3099975585938,0
1970-01-06,803.6599731445312,803.6599731445312,803.6599731445312,803.6599731445312,803.6599731445312,0
1970-01-07,801.8099975585938,801.8099975585938,801.8099975585938,801.8099975585938,801.8099975585938,0
1970-01-08,802.0700073242188,802.0700073242188,802.0700073242188,802.0700073242188,802.0700073242188,0
1970-01-09,798.1099853515625,798.1099853515625,798.1099853515625,798.1099853515625,798.1099853515625,0
1970-01-12,790.52001953125,790.52001953125,790.52001953125,790.52001953125,790.52001953125,0
1970-01-13,788.010009765625,788.010009765625,788.010009765625,788.010009765625,788.010009765625,0
1970-01-14,787.1599731445312,787.1599731445312,787.1599731445312,787.1599731445312,787.1599731445312,0
1970-01-15,785.0399780273438,785.0399780273438,785.0399780273438,785.0399780273438,785.0399780273438,0
1970-01-16,782.5999755859375,782.5999755859375,782.5999755859375,782.5999755859375,782.5999755859375,0
1970-01-19,776.0700073242188,776.0700073242188,776.0700073242188,776.0700073242188,776.0700073242188,0
1970-01-20,777.8499755859375,777.8499755859375,777.8499755859375,777.8499755859375,777.8499755859375,0
1970-01-21,782.27001953125,782.27001953125,782.27001953125,782.27001953125,782.27001953125,0
1970-01-22,786.0999755859375,786.0999755859375,786.0999755859375,786.0999755859375,786.0999755859375,0
1970-01-23,775.5399780273438,775.5399780273438,775.5399780273438,775.5399780273438,775.5399780273438,0
1970-01-26,768.8800048828125,768.8800048828125,768.8800048828125,768.8800048828125,768.8800048828125,0
1970-01-27,763.989990234375,763.989990234375,763.989990234375,763.989990234375,763.989990234375,0
1970-01-28,758.8400268554688,758.8400268554688,758.8400268554688,758.8400268554688,758.8400268554688,0
1970-01-29,748.3499755859375,748.3499755859375,748.3499755859375,748.3499755859375,748.3499755859375,0
1970-01-30,744.0599975585938,744.0599975585938,744.0599975585938,744.0599975585938,744.0599975585938,0
1970-02-02,746.4400024414062,746.4400024414062,746.4400024414062,746.4400024414062,746.4400024414062,0
1970-02-03,757.4600219726562,757.4600219726562,757.4600219726562,757.4600219726562,757.4600219726562,0
1970-02-04,754.489990234375,754.489990234375,754.489990234375,754.489990234375,754.489990234375,0
1970-02-05,750.260009765625,750.260009765625,750.260009765625,750.260009765625,750.260009765625,0
1970-02-06,752.77001953125,752.77001953125,752.77001953125,752.77001953125,752.77001953125,0
1970-02-09,755.6799926757812,755.6799926757812,755.6799926757812,755.6799926757812,755.6799926757812,0
1970-02-10,746.6300048828125,746.6300048828125,746.6300048828125,746.6300048828125,746.6300048828125,0
1970-02-11,757.3300170898438,757.3300170898438,757.3300170898438,757.3300170898438,757.3300170898438,0
1970-02-12,755.6099853515625,755.6099853515625,755.6099853515625,755.6099853515625,755.6099853515625,0
1970-02-13,753.2999877929688,753.2999877929688,753.2999877929688,753.2999877929688,753.2999877929688,0
1970-02-16,753.7000122070312,753.7000122070312,753.7000122070312,753.7000122070312,753.7000122070312,0
1970-02-17,747.4299926757812,747.4299926757812,747.4299926757812,747.4299926757812,747.4299926757812,0
1970-02-18,756.7999877929688,756.7999877929688,756.7999877929688,756.7999877929688,756.7999877929688,0
1970-02-19,757.9199829101562,757.9199829101562,757.9199829101562,757.9199829101562,757.9199829101562,0
1970-02-20,757.4600219726562,757.4600219726562,757.4600219726562,757.4600219726562,757.4600219726562,0
1970-02-24,754.4199829101562,754.4199829101562,754.4199829101562,754.4199829101562,754.4199829101562,0
1970-02-25,768.280029296875,768.280029296875,768.280029296875,768.280029296875,768.280029296875,0
1970-02-26,764.4500122070312,764.4500122070312,764.4500122070312,764.4500122070312,764.4500122070312,0
1970-02-27,777.5900268554688,777.5900268554688,777.5900268554688,777.5900268554688,777.5900268554688,0
1970-03-02,780.22998046875,780.22998046875,780.22998046875,780.22998046875,780.22998046875,0
1970-03-03,787.4199829101562,787.4199829101562,787.4199829101562,787.4199829101562,787.4199829101562,0
1970-03-04,788.1500244140625,788.1500244140625,788.1500244140625,788.1500244140625,788.1500244140625,0
1970-03-05,787.5499877929688,787.5499877929688,787.5499877929688,787.5499877929688,787.5499877929688,0
1970-03-06,784.1199951171875,784.1199951171875,784.1199951171875,784.1199951171875,784.1199951171875,0
1970-03-09,778.3099975585938,778.3099975585938,778.3099975585938,778.3099975585938,778.3099975585938,0
1970-03-10,779.7000122070312,779.7000122070312,779.7000122070312,779.7000122070312,779.7000122070312,0
1970-03-11,778.1199951171875,778.1199951171875,778.1199951171875,778.1199951171875,778.1199951171875,0
1970-03-12,776.469970703125,776.469970703125,776.469970703125,776.469970703125,776.469970703125,0
1970-03-13,772.1099853515625,772.1099853515625,772.1099853515625,772.1099853515625,772.1099853515625,0
1970-03-16,765.0499877929688,765.0499877929688,765.0499877929688,765.0499877929688,765.0499877929688,0
1970-03-17,767.4199829101562,767.4199829101562,767.4199829101562,767.4199829101562,767.4199829101562,0
1970-03-18,767.9500122070312,767.9500122070312,767.9500122070312,767.9500122070312,767.9500122070312,0
1970-03-19,764.97998046875,764.97998046875,764.97998046875,764.97998046875,764.97998046875,0
